Date,Stock Name,Action,Quantity,Price,Amount,Cash,TMS Khata Value,Portfolio Value,Profit/Loss,Gain %,Reason
"Jan 27, 2015",JBBL,BUY,184,167.0,30728.0,161744.0,706291.0,868035.0,0.0,0.00%,"[Quant Buy] Confidence 80/100: Strong Uptrend, Stable RSI, Positive Momentum, Golden Cross, Healthy Market Index (Market Health: 84.0%)"
"Jan 29, 2015",SBI,SELL,15,997.0,14955.0,176699.0,693481.0,870180.0,2145.0,+16.74%,[Trend Breakdown] Death Cross: SMA20 crossed below SMA50. (Market Health: 91.3%)
"Feb 01, 2015",BPCL,BUY,54,648.0,34992.0,141707.0,728473.0,870180.0,0.0,0.00%,"[Quant Buy] Confidence 100/100: Strong Uptrend, Stable RSI, Positive Momentum, Volume Breakout, Golden Cross, Healthy Market Index (Market Health: 88.0%)"
"Feb 04, 2015",GFCL,BUY,94,225.0,21150.0,120557.0,749623.0,870180.0,0.0,0.00%,"[Quant Buy] Confidence 75/100: Strong Uptrend, Stable RSI, Volume Breakout, Healthy Market Index (Market Health: 84.6%)"
"Feb 11, 2015",GBIME,SELL,15,482.0,7230.0,127787.0,743458.0,871245.0,1065.0,+17.27%,[Trend Breakdown] Death Cross: SMA20 crossed below SMA50. (Market Health: 91.3%)
"Feb 11, 2015",ICFC,BUY,73,280.0,20440.0,107347.0,763898.0,871245.0,0.0,0.00%,"[Quant Buy] Confidence 80/100: Strong Uptrend, Stable RSI, Positive Momentum, Golden Cross, Healthy Market Index (Market Health: 91.3%)"
"Feb 23, 2015",AHPC,SELL,15,348.0,5220.0,112567.0,759068.0,871635.0,390.0,+8.07%,[Trend Breakdown] Death Cross: SMA20 crossed below SMA50. (Market Health: 65.2%)
"Feb 26, 2015",ADBL,SELL,86,475.0,40850.0,153417.0,717186.0,870603.0,-1032.0,-2.46%,[Trend Breakdown] Death Cross: SMA20 crossed below SMA50. (Market Health: 52.2%)
"Mar 01, 2015",NHPC,SELL,243,120.0,29160.0,182577.0,686568.0,869145.0,-1458.0,-4.76%,[Trend Breakdown] Death Cross: SMA20 crossed below SMA50. (Market Health: 54.5%)
"Mar 02, 2015",CFCL,SELL,241,230.0,55430.0,238007.0,650177.0,888184.0,19039.0,+52.32%,[Profit Booking] Target Achieved: +52.32% gain. (Market Health: 60.0%)
"Mar 11, 2015",NHPC,BUY,317,135.0,42795.0,195212.0,692972.0,888184.0,0.0,0.00%,"[Quant Buy] Confidence 90/100: Strong Uptrend, Stable RSI, Positive Momentum, Volume Breakout, Golden Cross (Market Health: 52.2%)"
"Mar 16, 2015",GBBL,SELL,92,328.0,30176.0,225388.0,660312.0,885700.0,-2484.0,-7.61%,[Trend Breakdown] Death Cross: SMA20 crossed below SMA50. (Market Health: 27.3%)
"Mar 18, 2015",KBL,SELL,15,381.0,5715.0,231103.0,656082.0,887185.0,1485.0,+35.11%,[Trend Breakdown] Death Cross: SMA20 crossed below SMA50. (Market Health: 36.0%)
"Mar 18, 2015",NABIL,SELL,15,1901.0,28515.0,259618.0,631182.0,890800.0,3615.0,+14.52%,[Trend Breakdown] Death Cross: SMA20 crossed below SMA50. (Market Health: 36.0%)
"Mar 18, 2015",SANIMA,SELL,45,547.0,24615.0,284233.0,606612.0,890845.0,45.0,+0.18%,[Trend Breakdown] Death Cross: SMA20 crossed below SMA50. (Market Health: 36.0%)
"Mar 18, 2015",GFCL,SELL,94,226.0,21244.0,305477.0,585462.0,890939.0,94.0,+0.44%,[Trend Breakdown] Death Cross: SMA20 crossed below SMA50. (Market Health: 36.0%)
"Mar 24, 2015",HBL,SELL,15,860.0,12900.0,318377.0,573387.0,891764.0,825.0,+6.83%,[Trend Breakdown] Death Cross: SMA20 crossed below SMA50. (Market Health: 17.4%)
"Mar 24, 2015",BPCL,SELL,54,600.0,32400.0,350777.0,538395.0,889172.0,-2592.0,-7.41%,[Trend Breakdown] Death Cross: SMA20 crossed below SMA50. (Market Health: 17.4%)
"Mar 25, 2015",CZBIL,SELL,103,446.0,45938.0,396715.0,493693.0,890408.0,1236.0,+2.76%,[Trend Breakdown] Death Cross: SMA20 crossed below SMA50. (Market Health: 13.0%)
"Mar 26, 2015",MBL,SELL,80,547.0,43760.0,440475.0,448893.0,889368.0,-1040.0,-2.32%,[Trend Breakdown] Death Cross: SMA20 crossed below SMA50. (Market Health: 9.1%)
"Mar 30, 2015",ALICL,SELL,31,1230.0,38130.0,478605.0,410763.0,889368.0,0.0,+0.00%,[Trend Breakdown] Death Cross: SMA20 crossed below SMA50. (Market Health: 8.7%)
"Apr 13, 2015",JBBL,SELL,184,173.0,31832.0,510437.0,380035.0,890472.0,1104.0,+3.59%,[Trend Breakdown] Death Cross: SMA20 crossed below SMA50. (Market Health: 20.0%)
"Apr 16, 2015",ICFC,SELL,73,270.0,19710.0,530147.0,359595.0,889742.0,-730.0,-3.57%,[Trend Breakdown] Death Cross: SMA20 crossed below SMA50. (Market Health: 15.0%)
"Apr 22, 2015",NHPC,SELL,317,122.0,38674.0,568821.0,316800.0,885621.0,-4121.0,-9.63%,[Trend Breakdown] Death Cross: SMA20 crossed below SMA50. (Market Health: 27.3%)
"Jun 24, 2015",SANIMA,BUY,75,556.0,41700.0,527121.0,358500.0,885621.0,0.0,0.00%,"[Quant Buy] Confidence 70/100: Strong Uptrend, Stable RSI, Positive Momentum, Golden Cross (Market Health: 43.5%)"
"Jun 24, 2015",CZBIL,BUY,80,450.0,36000.0,491121.0,394500.0,885621.0,0.0,0.00%,"[Quant Buy] Confidence 60/100: Strong Uptrend, Stable RSI, Golden Cross (Market Health: 43.5%)"
"Jun 29, 2015",NABIL,BUY,23,1905.0,43815.0,447306.0,438315.0,885621.0,0.0,0.00%,"[Quant Buy] Confidence 75/100: Strong Uptrend, Stable RSI, Positive Momentum, Volume Breakout (Market Health: 54.5%)"
"Jun 29, 2015",EBL,BUY,20,2100.0,42000.0,405306.0,480315.0,885621.0,0.0,0.00%,"[Quant Buy] Confidence 70/100: Strong Uptrend, Stable RSI, Positive Momentum, Golden Cross (Market Health: 54.5%)"
"Jun 29, 2015",SBI,BUY,46,896.0,41216.0,364090.0,521531.0,885621.0,0.0,0.00%,"[Quant Buy] Confidence 70/100: Strong Uptrend, Stable RSI, Positive Momentum, Golden Cross (Market Health: 54.5%)"
"Jun 30, 2015",LICN,BUY,15,2850.0,42750.0,321340.0,564281.0,885621.0,0.0,0.00%,"[Quant Buy] Confidence 75/100: Strong Uptrend, Positive Momentum, Volume Breakout, Golden Cross (Market Health: 57.1%)"
"Jul 07, 2015",CHCL,BUY,25,1530.0,38250.0,283090.0,602531.0,885621.0,0.0,0.00%,"[Quant Buy] Confidence 65/100: Strong Uptrend, Stable RSI, Volume Breakout (Market Health: 45.8%)"
"Jul 09, 2015",KBL,BUY,112,379.0,42448.0,240642.0,644979.0,885621.0,0.0,0.00%,"[Quant Buy] Confidence 75/100: Strong Uptrend, Stable RSI, Positive Momentum, Volume Breakout (Market Health: 57.9%)"
"Jul 09, 2015",MBL,BUY,64,563.0,36032.0,204610.0,681011.0,885621.0,0.0,0.00%,"[Quant Buy] Confidence 75/100: Strong Uptrend, Stable RSI, Positive Momentum, Volume Breakout (Market Health: 57.9%)"
"Jul 14, 2015",PCBL,BUY,68,445.0,30260.0,174350.0,711271.0,885621.0,0.0,0.00%,"[Quant Buy] Confidence 75/100: Strong Uptrend, Stable RSI, Positive Momentum, Volume Breakout (Market Health: 54.2%)"
"Jul 16, 2015",BPCL,BUY,48,617.0,29616.0,144734.0,740887.0,885621.0,0.0,0.00%,"[Quant Buy] Confidence 85/100: Strong Uptrend, Stable RSI, Positive Momentum, Volume Breakout, Healthy Market Index (Market Health: 72.0%)"
"Jul 16, 2015",HBL,BUY,24,813.0,19512.0,125222.0,760399.0,885621.0,0.0,0.00%,"[Quant Buy] Confidence 70/100: Strong Uptrend, Stable RSI, Golden Cross, Healthy Market Index (Market Health: 72.0%)"
"Jul 26, 2015",GBIME,BUY,41,511.0,20951.0,104271.0,781350.0,885621.0,0.0,0.00%,"[Quant Buy] Confidence 85/100: Strong Uptrend, Positive Momentum, Volume Breakout, Golden Cross, Healthy Market Index (Market Health: 100.0%)"
"Jul 26, 2015",NHPC,BUY,127,131.0,16637.0,87634.0,797987.0,885621.0,0.0,0.00%,"[Quant Buy] Confidence 80/100: Strong Uptrend, Stable RSI, Positive Momentum, Golden Cross, Healthy Market Index (Market Health: 100.0%)"
"Jul 26, 2015",ADBL,BUY,22,511.0,11242.0,76392.0,809229.0,885621.0,0.0,0.00%,"[Quant Buy] Confidence 65/100: Strong Uptrend, Positive Momentum, Golden Cross, Healthy Market Index (Market Health: 100.0%)"
"Jul 26, 2015",JBBL,BUY,47,209.0,9823.0,66569.0,819052.0,885621.0,0.0,0.00%,"[Quant Buy] Confidence 65/100: Strong Uptrend, Positive Momentum, Golden Cross, Healthy Market Index (Market Health: 100.0%)"
"Jul 28, 2015",JFL,BUY,24,431.0,10344.0,56225.0,829396.0,885621.0,0.0,0.00%,"[Quant Buy] Confidence 80/100: Strong Uptrend, Stable RSI, Positive Momentum, Golden Cross, Healthy Market Index (Market Health: 91.3%)"
"Jul 28, 2015",CFCL,BUY,35,208.0,7280.0,48945.0,836676.0,885621.0,0.0,0.00%,"[Quant Buy] Confidence 65/100: Strong Uptrend, Positive Momentum, Golden Cross, Healthy Market Index (Market Health: 91.3%)"
"Aug 02, 2015",JBBL,SELL,47,173.0,8131.0,57076.0,826853.0,883929.0,-1692.0,-17.22%,[Stop Loss] Stop-Loss hit at -17.22%. (Market Health: 85.0%)
"Aug 04, 2015",ICFC,BUY,29,270.0,7830.0,49246.0,834683.0,883929.0,0.0,0.00%,"[Quant Buy] Confidence 70/100: Strong Uptrend, Stable RSI, Golden Cross, Healthy Market Index (Market Health: 87.0%)"
"Aug 05, 2015",BPCL,SELL,48,600.0,28800.0,78046.0,805067.0,883113.0,-816.0,-2.76%,[Trend Breakdown] Death Cross: SMA20 crossed below SMA50. (Market Health: 87.0%)
"Aug 06, 2015",EDBL,BUY,22,624.0,13728.0,64318.0,818795.0,883113.0,0.0,0.00%,"[Quant Buy] Confidence 90/100: Strong Uptrend, Stable RSI, Volume Breakout, Golden Cross, Healthy Market Index (Market Health: 87.0%)"
"Aug 06, 2015",JBBL,BUY,55,175.0,9625.0,54693.0,828420.0,883113.0,0.0,0.00%,"[Quant Buy] Confidence 75/100: Strong Uptrend, Stable RSI, Volume Breakout, Healthy Market Index (Market Health: 87.0%)"
"Aug 11, 2015",GFCL,BUY,37,232.0,8584.0,46109.0,837004.0,883113.0,0.0,0.00%,"[Quant Buy] Confidence 80/100: Strong Uptrend, Stable RSI, Positive Momentum, Golden Cross, Healthy Market Index (Market Health: 70.8%)"
"Aug 17, 2015",EBL,SELL,20,3168.0,63360.0,109469.0,795004.0,904473.0,21360.0,+50.86%,[Profit Booking] Target Achieved: +50.86% gain. (Market Health: 81.0%)
"Aug 17, 2015",SBI,SELL,46,1446.0,66516.0,175985.0,753788.0,929773.0,25300.0,+61.38%,[Profit Booking] Target Achieved: +61.38% gain. (Market Health: 81.0%)
"Aug 17, 2015",HBL,SELL,24,1234.0,29616.0,205601.0,734276.0,939877.0,10104.0,+51.78%,[Profit Booking] Target Achieved: +51.78% gain. (Market Health: 81.0%)
"Aug 17, 2015",BPCL,BUY,63,650.0,40950.0,164651.0,775226.0,939877.0,0.0,0.00%,"[Quant Buy] Confidence 100/100: Strong Uptrend, Stable RSI, Positive Momentum, Volume Breakout, Golden Cross, Healthy Market Index (Market Health: 81.0%)"
"Aug 19, 2015",SANIMA,SELL,75,845.0,63375.0,228026.0,733526.0,961552.0,21675.0,+51.98%,[Profit Booking] Target Achieved: +51.98% gain. (Market Health: 82.6%)
"Aug 19, 2015",CZBIL,SELL,80,731.0,58480.0,286506.0,697526.0,984032.0,22480.0,+62.44%,[Profit Booking] Target Achieved: +62.44% gain. (Market Health: 82.6%)
"Aug 19, 2015",NHPC,SELL,127,114.0,14478.0,300984.0,680889.0,981873.0,-2159.0,-12.98%,[Trend Breakdown] Death Cross: SMA20 crossed below SMA50. (Market Health: 82.6%)
"Aug 19, 2015",ALICL,BUY,42,1056.0,44352.0,256632.0,725241.0,981873.0,0.0,0.00%,"[Quant Buy] Confidence 75/100: Strong Uptrend, Stable RSI, Volume Breakout, Healthy Market Index (Market Health: 82.6%)"
"Aug 20, 2015",CHCL,SELL,25,1495.0,37375.0,294007.0,686991.0,980998.0,-875.0,-2.29%,[Trend Breakdown] Death Cross: SMA20 crossed below SMA50. (Market Health: 85.7%)
"Aug 27, 2015",BPCL,SELL,63,634.0,39942.0,333949.0,646041.0,979990.0,-1008.0,-2.46%,[Trend Breakdown] Death Cross: SMA20 crossed below SMA50. (Market Health: 87.0%)
"Sep 06, 2015",BPCL,BUY,75,632.0,47400.0,286549.0,693441.0,979990.0,0.0,0.00%,"[Quant Buy] Confidence 80/100: Strong Uptrend, Stable RSI, Positive Momentum, Golden Cross, Healthy Market Index (Market Health: 75.0%)"
"Sep 06, 2015",SBI,BUY,24,1518.0,36432.0,250117.0,729873.0,979990.0,0.0,0.00%,"[Quant Buy] Confidence 65/100: Strong Uptrend, Stable RSI, Positive Momentum, Healthy Market Index (Market Health: 75.0%)"
"Sep 09, 2015",JFL,SELL,24,365.0,8760.0,258877.0,719529.0,978406.0,-1584.0,-15.31%,[Stop Loss] Stop-Loss hit at -15.31%. (Market Health: 78.3%)
"Sep 10, 2015",HBL,BUY,32,1343.0,42976.0,215901.0,762505.0,978406.0,0.0,0.00%,"[Quant Buy] Confidence 85/100: Strong Uptrend, Stable RSI, Positive Momentum, Volume Breakout, Healthy Market Index (Market Health: 75.0%)"
"Sep 14, 2015",CZBIL,BUY,40,690.0,27600.0,188301.0,790105.0,978406.0,0.0,0.00%,"[Quant Buy] Confidence 65/100: Strong Uptrend, Stable RSI, Positive Momentum, Healthy Market Index (Market Health: 79.2%)"
"Sep 14, 2015",SANIMA,BUY,30,810.0,24300.0,164001.0,814405.0,978406.0,0.0,0.00%,"[Quant Buy] Confidence 65/100: Strong Uptrend, Stable RSI, Positive Momentum, Healthy Market Index (Market Health: 79.2%)"
"Sep 16, 2015",MBL,SELL,64,566.0,36224.0,200225.0,778373.0,978598.0,192.0,+0.53%,[Trend Breakdown] Death Cross: SMA20 crossed below SMA50. (Market Health: 79.2%)
"Sep 28, 2015",CZBIL,SELL,40,569.0,22760.0,222985.0,750773.0,973758.0,-4840.0,-17.54%,[Stop Loss] Stop-Loss hit at -17.54%. (Market Health: 68.4%)
"Oct 01, 2015",SANIMA,SELL,30,672.0,20160.0,243145.0,726473.0,969618.0,-4140.0,-17.04%,[Stop Loss] Stop-Loss hit at -17.04%. (Market Health: 57.1%)
"Oct 04, 2015",ADBL,SELL,22,451.0,9922.0,253067.0,715231.0,968298.0,-1320.0,-11.74%,[Trend Breakdown] Death Cross: SMA20 crossed below SMA50. (Market Health: 60.0%)
"Oct 06, 2015",BPCL,SELL,75,590.0,44250.0,297317.0,667831.0,965148.0,-3150.0,-6.65%,[Trend Breakdown] Death Cross: SMA20 crossed below SMA50. (Market Health: 47.6%)
"Oct 15, 2015",GFCL,SELL,37,212.0,7844.0,305161.0,659247.0,964408.0,-740.0,-8.62%,[Trend Breakdown] Death Cross: SMA20 crossed below SMA50. (Market Health: 27.3%)
"Oct 18, 2015",NABIL,SELL,23,2358.0,54234.0,359395.0,615432.0,974827.0,10419.0,+23.78%,[Trend Breakdown] Death Cross: SMA20 crossed below SMA50. (Market Health: 23.8%)
"Oct 19, 2015",GBIME,SELL,41,517.0,21197.0,380592.0,594481.0,975073.0,246.0,+1.17%,[Trend Breakdown] Death Cross: SMA20 crossed below SMA50. (Market Health: 36.8%)
"Oct 25, 2015",LICN,SELL,15,3350.0,50250.0,430842.0,551731.0,982573.0,7500.0,+17.54%,[Trend Breakdown] Death Cross: SMA20 crossed below SMA50. (Market Health: 18.8%)
"Oct 25, 2015",ALICL,SELL,42,1060.0,44520.0,475362.0,507379.0,982741.0,168.0,+0.38%,[Trend Breakdown] Death Cross: SMA20 crossed below SMA50. (Market Health: 18.8%)
"Oct 27, 2015",SBI,SELL,24,1280.0,30720.0,506082.0,470947.0,977029.0,-5712.0,-15.68%,[Stop Loss] Stop-Loss hit at -15.68%. (Market Health: 0.0%)
"Oct 28, 2015",JBBL,SELL,55,162.0,8910.0,514992.0,461322.0,976314.0,-715.0,-7.43%,[Trend Breakdown] Death Cross: SMA20 crossed below SMA50. (Market Health: 4.5%)
"Oct 29, 2015",HBL,SELL,32,1215.0,38880.0,553872.0,418346.0,972218.0,-4096.0,-9.53%,[Trend Breakdown] Death Cross: SMA20 crossed below SMA50. (Market Health: 4.8%)
"Nov 01, 2015",ICFC,SELL,29,223.0,6467.0,560339.0,410516.0,970855.0,-1363.0,-17.41%,[Stop Loss] Stop-Loss hit at -17.41%. (Market Health: 8.7%)
"Nov 02, 2015",PCBL,SELL,68,568.0,38624.0,598963.0,380256.0,979219.0,8364.0,+27.64%,[Trend Breakdown] Death Cross: SMA20 crossed below SMA50. (Market Health: 0.0%)
"Nov 03, 2015",KBL,SELL,112,404.0,45248.0,644211.0,337808.0,982019.0,2800.0,+6.60%,[Trend Breakdown] Death Cross: SMA20 crossed below SMA50. (Market Health: 14.3%)
"Nov 18, 2015",NMB,SELL,15,479.0,7185.0,651396.0,333758.0,985154.0,3135.0,+77.41%,[Profit Booking] Target Achieved: +77.41% gain. (Market Health: 10.0%)
"Nov 25, 2015",CFCL,SELL,35,236.0,8260.0,659656.0,326478.0,986134.0,980.0,+13.46%,[Trend Breakdown] Death Cross: SMA20 crossed below SMA50. (Market Health: 0.0%)
"Dec 02, 2015",PROFL,SELL,15,151.0,2265.0,661921.0,324603.0,986524.0,390.0,+20.80%,[Trend Breakdown] Death Cross: SMA20 crossed below SMA50. (Market Health: 13.6%)
"Dec 16, 2015",EDBL,SELL,22,590.0,12980.0,674901.0,310875.0,985776.0,-748.0,-5.45%,[Trend Breakdown] Death Cross: SMA20 crossed below SMA50. (Market Health: 22.7%)
"Dec 22, 2015",SANIMA,BUY,62,667.0,41354.0,633547.0,352229.0,985776.0,0.0,0.00%,"[Quant Buy] Confidence 70/100: Strong Uptrend, Stable RSI, Positive Momentum, Golden Cross (Market Health: 44.0%)"
"Dec 27, 2015",ADBL,BUY,107,502.0,53714.0,579833.0,405943.0,985776.0,0.0,0.00%,"[Quant Buy] Confidence 90/100: Strong Uptrend, Stable RSI, Positive Momentum, Volume Breakout, Golden Cross (Market Health: 46.2%)"
"Dec 27, 2015",PCBL,BUY,69,603.0,41607.0,538226.0,447550.0,985776.0,0.0,0.00%,"[Quant Buy] Confidence 70/100: Strong Uptrend, Stable RSI, Positive Momentum, Golden Cross (Market Health: 46.2%)"
"Dec 31, 2015",PCBL,SELL,69,494.0,34086.0,572312.0,405943.0,978255.0,-7521.0,-18.08%,[Stop Loss] Stop-Loss hit at -18.08%. (Market Health: 41.7%)
"Dec 31, 2015",ALICL,BUY,30,1200.0,36000.0,536312.0,441943.0,978255.0,0.0,0.00%,"[Quant Buy] Confidence 60/100: Strong Uptrend, Positive Momentum, Volume Breakout (Market Health: 41.7%)"
"Jan 05, 2016",CZBIL,BUY,77,577.0,44429.0,491883.0,486372.0,978255.0,0.0,0.00%,"[Quant Buy] Confidence 75/100: Strong Uptrend, Stable RSI, Positive Momentum, Volume Breakout (Market Health: 45.8%)"
"Jan 07, 2016",NHPC,BUY,450,120.0,54000.0,437883.0,540372.0,978255.0,0.0,0.00%,"[Quant Buy] Confidence 90/100: Strong Uptrend, Stable RSI, Positive Momentum, Volume Breakout, Golden Cross (Market Health: 42.9%)"
"Jan 10, 2016",SBI,BUY,29,1535.0,44515.0,393368.0,584887.0,978255.0,0.0,0.00%,"[Quant Buy] Confidence 75/100: Strong Uptrend, Stable RSI, Positive Momentum, Volume Breakout (Market Health: 59.1%)"
"Jan 12, 2016",GBIME,BUY,104,403.0,41912.0,351456.0,626799.0,978255.0,0.0,0.00%,"[Quant Buy] Confidence 70/100: Strong Uptrend, Stable RSI, Positive Momentum, Golden Cross (Market Health: 50.0%)"
"Jan 17, 2016",BPCL,BUY,64,601.0,38464.0,312992.0,665263.0,978255.0,0.0,0.00%,"[Quant Buy] Confidence 65/100: Strong Uptrend, Positive Momentum, Golden Cross, Healthy Market Index (Market Health: 68.4%)"
"Jan 19, 2016",SBI,SELL,29,1260.0,36540.0,349532.0,620748.0,970280.0,-7975.0,-17.92%,[Stop Loss] Stop-Loss hit at -17.92%. (Market Health: 65.0%)
"Jan 20, 2016",NMB,BUY,82,471.0,38622.0,310910.0,659370.0,970280.0,0.0,0.00%,"[Quant Buy] Confidence 65/100: Strong Uptrend, Positive Momentum, Golden Cross, Healthy Market Index (Market Health: 68.4%)"
"Jan 24, 2016",AHPC,BUY,111,349.0,38739.0,272171.0,698109.0,970280.0,0.0,0.00%,"[Quant Buy] Confidence 65/100: Strong Uptrend, Positive Momentum, Golden Cross, Healthy Market Index (Market Health: 63.2%)"
"Feb 01, 2016",CHCL,BUY,33,1281.0,42273.0,229898.0,740382.0,970280.0,0.0,0.00%,"[Quant Buy] Confidence 80/100: Strong Uptrend, Stable RSI, Positive Momentum, Golden Cross, Healthy Market Index (Market Health: 78.9%)"
"Feb 02, 2016",ICFC,BUY,150,259.0,38850.0,191048.0,779232.0,970280.0,0.0,0.00%,"[Quant Buy] Confidence 85/100: Strong Uptrend, Positive Momentum, Volume Breakout, Golden Cross, Healthy Market Index (Market Health: 73.7%)"
"Feb 03, 2016",GBBL,BUY,90,357.0,32130.0,158918.0,811362.0,970280.0,0.0,0.00%,"[Quant Buy] Confidence 85/100: Strong Uptrend, Positive Momentum, Volume Breakout, Golden Cross, Healthy Market Index (Market Health: 70.0%)"
"Feb 04, 2016",EDBL,BUY,33,666.0,21978.0,136940.0,833340.0,970280.0,0.0,0.00%,"[Quant Buy] Confidence 70/100: Strong Uptrend, Positive Momentum, Volume Breakout, Healthy Market Index (Market Health: 81.0%)"
