Date,Stock Name,Action,Quantity,Price,Amount,Cash,TMS Khata Value,Portfolio Value,Profit/Loss,Gain %,Reason
"Jan 05, 2015",ADBL,BUY,84,487.0,40908.0,252677.0,557893.0,863730.0,0.0,0.00%,"[Quant Buy] Confidence 70/100: Strong Uptrend, Stable RSI, Positive Momentum, Golden Cross (Market Health: 47.6%)"
"Jan 08, 2015",CFCL,BUY,234,151.0,35334.0,217343.0,593227.0,857489.0,0.0,0.00%,"[Quant Buy] Confidence 70/100: Strong Uptrend, Stable RSI, Positive Momentum, Golden Cross (Market Health: 54.5%)"
"Jan 11, 2015",PCBL,SELL,15,446.0,6690.0,224033.0,588427.0,868705.0,1890.0,+39.38%,[Trend Breakdown] Death Cross: SMA20 crossed below SMA50. (Market Health: 54.2%)
"Jan 13, 2015",ALICL,BUY,30,1230.0,36900.0,187133.0,625327.0,862367.0,0.0,0.00%,"[Quant Buy] Confidence 85/100: Strong Uptrend, Positive Momentum, Volume Breakout, Golden Cross, Healthy Market Index (Market Health: 71.4%)"
"Jan 13, 2015",SANIMA,BUY,44,546.0,24024.0,163109.0,649351.0,862367.0,0.0,0.00%,"[Quant Buy] Confidence 65/100: Strong Uptrend, Stable RSI, Positive Momentum, Healthy Market Index (Market Health: 71.4%)"
"Jan 18, 2015",ICFC,SELL,45,255.0,11475.0,174584.0,643651.0,867825.0,5775.0,+101.32%,[Profit Booking] Target Achieved: +101.32% gain. (Market Health: 69.6%)
"Jan 19, 2015",EDBL,SELL,15,555.0,8325.0,182909.0,639556.0,889101.0,4230.0,+103.30%,[Profit Booking] Target Achieved: +103.30% gain. (Market Health: 84.0%)
"Jan 19, 2015",GBBL,SELL,15,368.0,5520.0,188429.0,636856.0,889101.0,2820.0,+104.44%,[Profit Booking] Target Achieved: +104.44% gain. (Market Health: 84.0%)
"Jan 19, 2015",JBBL,SELL,165,160.0,26400.0,214829.0,623716.0,889101.0,13260.0,+100.91%,[Profit Booking] Target Achieved: +100.91% gain. (Market Health: 84.0%)
"Jan 25, 2015",GBBL,BUY,107,340.0,36380.0,178449.0,660096.0,873585.0,0.0,0.00%,"[Quant Buy] Confidence 85/100: Strong Uptrend, Stable RSI, Positive Momentum, Volume Breakout, Healthy Market Index (Market Health: 82.6%)"
"Jan 25, 2015",NHPC,BUY,198,126.0,24948.0,153501.0,685044.0,873585.0,0.0,0.00%,"[Quant Buy] Confidence 70/100: Strong Uptrend, Stable RSI, Golden Cross, Healthy Market Index (Market Health: 82.6%)"
"Jan 27, 2015",GFCL,SELL,15,253.0,3795.0,157296.0,683454.0,892325.0,2205.0,+138.68%,[Profit Booking] Target Achieved: +138.68% gain. (Market Health: 84.0%)
"Jan 27, 2015",JBBL,BUY,150,167.0,25050.0,132246.0,708504.0,892325.0,0.0,0.00%,"[Quant Buy] Confidence 80/100: Strong Uptrend, Stable RSI, Positive Momentum, Golden Cross, Healthy Market Index (Market Health: 84.0%)"
"Jan 29, 2015",SBI,SELL,15,997.0,14955.0,147201.0,695694.0,895712.0,2145.0,+16.74%,[Trend Breakdown] Death Cross: SMA20 crossed below SMA50. (Market Health: 91.3%)
"Feb 01, 2015",BPCL,BUY,45,648.0,29160.0,118041.0,724854.0,903173.0,0.0,0.00%,"[Quant Buy] Confidence 100/100: Strong Uptrend, Stable RSI, Positive Momentum, Volume Breakout, Golden Cross, Healthy Market Index (Market Health: 88.0%)"
"Feb 04, 2015",GFCL,BUY,78,225.0,17550.0,100491.0,742404.0,898244.0,0.0,0.00%,"[Quant Buy] Confidence 75/100: Strong Uptrend, Stable RSI, Volume Breakout, Healthy Market Index (Market Health: 84.6%)"
"Feb 11, 2015",GBIME,SELL,15,482.0,7230.0,107721.0,736239.0,886048.0,1065.0,+17.27%,[Trend Breakdown] Death Cross: SMA20 crossed below SMA50. (Market Health: 91.3%)
"Feb 11, 2015",ICFC,BUY,61,280.0,17080.0,90641.0,753319.0,886048.0,0.0,0.00%,"[Quant Buy] Confidence 80/100: Strong Uptrend, Stable RSI, Positive Momentum, Golden Cross, Healthy Market Index (Market Health: 91.3%)"
"Feb 23, 2015",AHPC,SELL,15,348.0,5220.0,95861.0,748489.0,885652.0,390.0,+8.07%,[Trend Breakdown] Death Cross: SMA20 crossed below SMA50. (Market Health: 65.2%)
"Feb 25, 2015",CHCL,SELL,15,1600.0,24000.0,119861.0,731239.0,896136.0,6750.0,+39.13%,[Trend Breakdown] Death Cross: SMA20 crossed below SMA50. (Market Health: 62.5%)
"Feb 26, 2015",ADBL,SELL,84,475.0,39900.0,159761.0,690331.0,901179.0,-1008.0,-2.46%,[Trend Breakdown] Death Cross: SMA20 crossed below SMA50. (Market Health: 52.2%)
"Mar 01, 2015",NHPC,SELL,198,120.0,23760.0,183521.0,665383.0,899126.0,-1188.0,-4.76%,[Trend Breakdown] Death Cross: SMA20 crossed below SMA50. (Market Health: 54.5%)
"Mar 11, 2015",NHPC,BUY,244,135.0,32940.0,150581.0,698323.0,902999.0,0.0,0.00%,"[Quant Buy] Confidence 90/100: Strong Uptrend, Stable RSI, Positive Momentum, Volume Breakout, Golden Cross (Market Health: 52.2%)"
"Mar 16, 2015",GBBL,SELL,107,328.0,35096.0,185677.0,661943.0,882009.0,-1284.0,-3.53%,[Trend Breakdown] Death Cross: SMA20 crossed below SMA50. (Market Health: 27.3%)
"Mar 18, 2015",KBL,SELL,15,381.0,5715.0,191392.0,657713.0,893478.0,1485.0,+35.11%,[Trend Breakdown] Death Cross: SMA20 crossed below SMA50. (Market Health: 36.0%)
"Mar 18, 2015",NABIL,SELL,15,1901.0,28515.0,219907.0,632813.0,893478.0,3615.0,+14.52%,[Trend Breakdown] Death Cross: SMA20 crossed below SMA50. (Market Health: 36.0%)
"Mar 18, 2015",SANIMA,SELL,44,547.0,24068.0,243975.0,608789.0,893478.0,44.0,+0.18%,[Trend Breakdown] Death Cross: SMA20 crossed below SMA50. (Market Health: 36.0%)
"Mar 18, 2015",GFCL,SELL,78,226.0,17628.0,261603.0,591239.0,893478.0,78.0,+0.44%,[Trend Breakdown] Death Cross: SMA20 crossed below SMA50. (Market Health: 36.0%)
"Mar 24, 2015",HBL,SELL,15,860.0,12900.0,274503.0,579164.0,884977.0,825.0,+6.83%,[Trend Breakdown] Death Cross: SMA20 crossed below SMA50. (Market Health: 17.4%)
"Mar 24, 2015",BPCL,SELL,45,600.0,27000.0,301503.0,550004.0,884977.0,-2160.0,-7.41%,[Trend Breakdown] Death Cross: SMA20 crossed below SMA50. (Market Health: 17.4%)
"Mar 25, 2015",CZBIL,SELL,15,446.0,6690.0,308193.0,545729.0,882843.0,2415.0,+56.49%,[Trend Breakdown] Death Cross: SMA20 crossed below SMA50. (Market Health: 13.0%)
"Mar 26, 2015",MBL,SELL,80,547.0,43760.0,351953.0,500929.0,876402.0,-1040.0,-2.32%,[Trend Breakdown] Death Cross: SMA20 crossed below SMA50. (Market Health: 9.1%)
"Mar 30, 2015",ALICL,SELL,30,1230.0,36900.0,388853.0,464029.0,876570.0,0.0,+0.00%,[Trend Breakdown] Death Cross: SMA20 crossed below SMA50. (Market Health: 8.7%)
"Apr 01, 2015",EBL,SELL,15,2068.0,31020.0,419873.0,443644.0,884043.0,10635.0,+52.17%,[Trend Breakdown] Death Cross: SMA20 crossed below SMA50. (Market Health: 14.3%)
"Apr 01, 2015",JFL,SELL,60,366.0,21960.0,441833.0,427204.0,884043.0,5520.0,+33.58%,[Trend Breakdown] Death Cross: SMA20 crossed below SMA50. (Market Health: 14.3%)
"Apr 13, 2015",JBBL,SELL,150,173.0,25950.0,467783.0,402154.0,878495.0,900.0,+3.59%,[Trend Breakdown] Death Cross: SMA20 crossed below SMA50. (Market Health: 20.0%)
"Apr 16, 2015",ICFC,SELL,61,270.0,16470.0,484253.0,385074.0,877183.0,-610.0,-3.57%,[Trend Breakdown] Death Cross: SMA20 crossed below SMA50. (Market Health: 15.0%)
"Apr 22, 2015",NHPC,SELL,244,122.0,29768.0,514021.0,352134.0,876685.0,-3172.0,-9.63%,[Trend Breakdown] Death Cross: SMA20 crossed below SMA50. (Market Health: 27.3%)
"May 24, 2015",CFCL,SELL,234,172.0,40248.0,554269.0,316800.0,871069.0,4914.0,+13.91%,[Trend Breakdown] Death Cross: SMA20 crossed below SMA50. (Market Health: 0.0%)
"Jun 24, 2015",SANIMA,BUY,75,556.0,41700.0,512569.0,358500.0,871594.0,0.0,0.00%,"[Quant Buy] Confidence 70/100: Strong Uptrend, Stable RSI, Positive Momentum, Golden Cross (Market Health: 43.5%)"
"Jun 24, 2015",CZBIL,BUY,80,450.0,36000.0,476569.0,394500.0,871594.0,0.0,0.00%,"[Quant Buy] Confidence 60/100: Strong Uptrend, Stable RSI, Golden Cross (Market Health: 43.5%)"
"Jun 29, 2015",NABIL,BUY,23,1905.0,43815.0,432754.0,438315.0,871834.0,0.0,0.00%,"[Quant Buy] Confidence 75/100: Strong Uptrend, Stable RSI, Positive Momentum, Volume Breakout (Market Health: 54.5%)"
"Jun 29, 2015",EBL,BUY,20,2100.0,42000.0,390754.0,480315.0,871834.0,0.0,0.00%,"[Quant Buy] Confidence 70/100: Strong Uptrend, Stable RSI, Positive Momentum, Golden Cross (Market Health: 54.5%)"
"Jun 29, 2015",SBI,BUY,46,896.0,41216.0,349538.0,521531.0,871834.0,0.0,0.00%,"[Quant Buy] Confidence 70/100: Strong Uptrend, Stable RSI, Positive Momentum, Golden Cross (Market Health: 54.5%)"
"Jun 30, 2015",LICN,BUY,15,2850.0,42750.0,306788.0,564281.0,872131.0,0.0,0.00%,"[Quant Buy] Confidence 75/100: Strong Uptrend, Positive Momentum, Volume Breakout, Golden Cross (Market Health: 57.1%)"
"Jul 07, 2015",CHCL,BUY,25,1530.0,38250.0,268538.0,602531.0,871383.0,0.0,0.00%,"[Quant Buy] Confidence 65/100: Strong Uptrend, Stable RSI, Volume Breakout (Market Health: 45.8%)"
"Jul 09, 2015",KBL,BUY,106,379.0,40174.0,228364.0,642705.0,870911.0,0.0,0.00%,"[Quant Buy] Confidence 75/100: Strong Uptrend, Stable RSI, Positive Momentum, Volume Breakout (Market Health: 57.9%)"
"Jul 09, 2015",MBL,BUY,60,563.0,33780.0,194584.0,676485.0,870911.0,0.0,0.00%,"[Quant Buy] Confidence 75/100: Strong Uptrend, Stable RSI, Positive Momentum, Volume Breakout (Market Health: 57.9%)"
"Jul 14, 2015",PCBL,BUY,65,445.0,28925.0,165659.0,705410.0,872249.0,0.0,0.00%,"[Quant Buy] Confidence 75/100: Strong Uptrend, Stable RSI, Positive Momentum, Volume Breakout (Market Health: 54.2%)"
"Jul 16, 2015",BPCL,BUY,45,617.0,27765.0,137894.0,733175.0,880506.0,0.0,0.00%,"[Quant Buy] Confidence 85/100: Strong Uptrend, Stable RSI, Positive Momentum, Volume Breakout, Healthy Market Index (Market Health: 72.0%)"
"Jul 16, 2015",HBL,BUY,23,813.0,18699.0,119195.0,751874.0,880506.0,0.0,0.00%,"[Quant Buy] Confidence 70/100: Strong Uptrend, Stable RSI, Golden Cross, Healthy Market Index (Market Health: 72.0%)"
"Jul 26, 2015",GBIME,BUY,39,511.0,19929.0,99266.0,771803.0,937806.0,0.0,0.00%,"[Quant Buy] Confidence 85/100: Strong Uptrend, Positive Momentum, Volume Breakout, Golden Cross, Healthy Market Index (Market Health: 100.0%)"
"Jul 26, 2015",NHPC,BUY,121,131.0,15851.0,83415.0,787654.0,937806.0,0.0,0.00%,"[Quant Buy] Confidence 80/100: Strong Uptrend, Stable RSI, Positive Momentum, Golden Cross, Healthy Market Index (Market Health: 100.0%)"
"Jul 26, 2015",ADBL,BUY,21,511.0,10731.0,72684.0,798385.0,937806.0,0.0,0.00%,"[Quant Buy] Confidence 65/100: Strong Uptrend, Positive Momentum, Golden Cross, Healthy Market Index (Market Health: 100.0%)"
"Jul 26, 2015",JBBL,BUY,45,209.0,9405.0,63279.0,807790.0,937806.0,0.0,0.00%,"[Quant Buy] Confidence 65/100: Strong Uptrend, Positive Momentum, Golden Cross, Healthy Market Index (Market Health: 100.0%)"
"Jul 28, 2015",JFL,BUY,23,431.0,9913.0,53366.0,817703.0,917577.0,0.0,0.00%,"[Quant Buy] Confidence 80/100: Strong Uptrend, Stable RSI, Positive Momentum, Golden Cross, Healthy Market Index (Market Health: 91.3%)"
"Jul 28, 2015",CFCL,BUY,33,208.0,6864.0,46502.0,824567.0,917577.0,0.0,0.00%,"[Quant Buy] Confidence 65/100: Strong Uptrend, Positive Momentum, Golden Cross, Healthy Market Index (Market Health: 91.3%)"
"Aug 02, 2015",JBBL,SELL,45,173.0,7785.0,54287.0,815162.0,929493.0,-1620.0,-17.22%,[Stop Loss] Stop-Loss hit at -17.22%. (Market Health: 85.0%)
"Aug 04, 2015",ICFC,BUY,28,270.0,7560.0,46727.0,822722.0,925241.0,0.0,0.00%,"[Quant Buy] Confidence 70/100: Strong Uptrend, Stable RSI, Golden Cross, Healthy Market Index (Market Health: 87.0%)"
"Aug 05, 2015",BPCL,SELL,45,600.0,27000.0,73727.0,794957.0,928109.0,-765.0,-2.76%,[Trend Breakdown] Death Cross: SMA20 crossed below SMA50. (Market Health: 87.0%)
"Aug 06, 2015",EDBL,BUY,21,624.0,13104.0,60623.0,808061.0,931566.0,0.0,0.00%,"[Quant Buy] Confidence 90/100: Strong Uptrend, Stable RSI, Volume Breakout, Golden Cross, Healthy Market Index (Market Health: 87.0%)"
"Aug 06, 2015",JBBL,BUY,51,175.0,8925.0,51698.0,816986.0,931566.0,0.0,0.00%,"[Quant Buy] Confidence 75/100: Strong Uptrend, Stable RSI, Volume Breakout, Healthy Market Index (Market Health: 87.0%)"
"Aug 11, 2015",GFCL,BUY,35,232.0,8120.0,43578.0,825106.0,948753.0,0.0,0.00%,"[Quant Buy] Confidence 80/100: Strong Uptrend, Stable RSI, Positive Momentum, Golden Cross, Healthy Market Index (Market Health: 70.8%)"
"Aug 19, 2015",NHPC,SELL,121,114.0,13794.0,57372.0,809255.0,1029999.0,-2057.0,-12.98%,[Trend Breakdown] Death Cross: SMA20 crossed below SMA50. (Market Health: 82.6%)
"Aug 20, 2015",CHCL,SELL,25,1495.0,37375.0,94747.0,771005.0,1034453.0,-875.0,-2.29%,[Trend Breakdown] Death Cross: SMA20 crossed below SMA50. (Market Health: 85.7%)
"Aug 20, 2015",BPCL,BUY,19,629.0,11951.0,82796.0,782956.0,1034453.0,0.0,0.00%,"[Quant Buy] Confidence 65/100: Strong Uptrend, Stable RSI, Positive Momentum, Healthy Market Index (Market Health: 85.7%)"
"Aug 27, 2015",BPCL,SELL,19,634.0,12046.0,94842.0,771005.0,1022195.0,95.0,+0.79%,[Trend Breakdown] Death Cross: SMA20 crossed below SMA50. (Market Health: 87.0%)
"Sep 06, 2015",BPCL,BUY,24,632.0,15168.0,79674.0,786173.0,1007862.0,0.0,0.00%,"[Quant Buy] Confidence 80/100: Strong Uptrend, Stable RSI, Positive Momentum, Golden Cross, Healthy Market Index (Market Health: 75.0%)"
"Sep 09, 2015",JFL,SELL,23,365.0,8395.0,88069.0,776260.0,1010147.0,-1518.0,-15.31%,[Stop Loss] Stop-Loss hit at -15.31%. (Market Health: 78.3%)
"Sep 16, 2015",MBL,SELL,60,566.0,33960.0,122029.0,742480.0,1029618.0,180.0,+0.53%,[Trend Breakdown] Death Cross: SMA20 crossed below SMA50. (Market Health: 79.2%)
"Oct 04, 2015",ADBL,SELL,21,451.0,9471.0,131500.0,731749.0,997734.0,-1260.0,-11.74%,[Trend Breakdown] Death Cross: SMA20 crossed below SMA50. (Market Health: 60.0%)
"Oct 06, 2015",BPCL,SELL,24,590.0,14160.0,145660.0,716581.0,983725.0,-1008.0,-6.65%,[Trend Breakdown] Death Cross: SMA20 crossed below SMA50. (Market Health: 47.6%)
"Oct 11, 2015",CZBIL,SELL,80,530.0,42400.0,188060.0,680581.0,972685.0,6400.0,+17.78%,[Trend Breakdown] Death Cross: SMA20 crossed below SMA50. (Market Health: 47.6%)
"Oct 15, 2015",GFCL,SELL,35,212.0,7420.0,195480.0,672461.0,969081.0,-700.0,-8.62%,[Trend Breakdown] Death Cross: SMA20 crossed below SMA50. (Market Health: 27.3%)
"Oct 18, 2015",SANIMA,SELL,75,670.0,50250.0,245730.0,630761.0,957970.0,8550.0,+20.50%,[Trend Breakdown] Death Cross: SMA20 crossed below SMA50. (Market Health: 23.8%)
"Oct 18, 2015",NABIL,SELL,23,2358.0,54234.0,299964.0,586946.0,957970.0,10419.0,+23.78%,[Trend Breakdown] Death Cross: SMA20 crossed below SMA50. (Market Health: 23.8%)
"Oct 19, 2015",GBIME,SELL,39,517.0,20163.0,320127.0,567017.0,959017.0,234.0,+1.17%,[Trend Breakdown] Death Cross: SMA20 crossed below SMA50. (Market Health: 36.8%)
"Oct 25, 2015",LICN,SELL,15,3350.0,50250.0,370377.0,524267.0,945486.0,7500.0,+17.54%,[Trend Breakdown] Death Cross: SMA20 crossed below SMA50. (Market Health: 18.8%)
"Oct 27, 2015",SBI,SELL,46,1280.0,58880.0,429257.0,483051.0,944877.0,17664.0,+42.86%,[Trend Breakdown] Death Cross: SMA20 crossed below SMA50. (Market Health: 0.0%)
"Oct 28, 2015",EBL,SELL,20,2652.0,53040.0,482297.0,441051.0,944504.0,11040.0,+26.29%,[Trend Breakdown] Death Cross: SMA20 crossed below SMA50. (Market Health: 4.5%)
"Oct 28, 2015",JBBL,SELL,51,162.0,8262.0,490559.0,432126.0,944504.0,-663.0,-7.43%,[Trend Breakdown] Death Cross: SMA20 crossed below SMA50. (Market Health: 4.5%)
"Oct 29, 2015",HBL,SELL,23,1215.0,27945.0,518504.0,413427.0,944849.0,9246.0,+49.45%,[Trend Breakdown] Death Cross: SMA20 crossed below SMA50. (Market Health: 4.8%)
"Nov 01, 2015",ICFC,SELL,28,223.0,6244.0,524748.0,405867.0,943553.0,-1316.0,-17.41%,[Stop Loss] Stop-Loss hit at -17.41%. (Market Health: 8.7%)
"Nov 02, 2015",PCBL,SELL,65,568.0,36920.0,561668.0,376942.0,942594.0,7995.0,+27.64%,[Trend Breakdown] Death Cross: SMA20 crossed below SMA50. (Market Health: 0.0%)
"Nov 03, 2015",KBL,SELL,106,404.0,42824.0,604492.0,336768.0,942931.0,2650.0,+6.60%,[Trend Breakdown] Death Cross: SMA20 crossed below SMA50. (Market Health: 14.3%)
"Nov 25, 2015",CFCL,SELL,33,236.0,7788.0,612280.0,329904.0,944689.0,924.0,+13.46%,[Trend Breakdown] Death Cross: SMA20 crossed below SMA50. (Market Health: 0.0%)
"Dec 02, 2015",PROFL,SELL,15,151.0,2265.0,614545.0,328029.0,943738.0,390.0,+20.80%,[Trend Breakdown] Death Cross: SMA20 crossed below SMA50. (Market Health: 13.6%)
"Dec 16, 2015",EDBL,SELL,21,590.0,12390.0,626935.0,314925.0,944020.0,-714.0,-5.45%,[Trend Breakdown] Death Cross: SMA20 crossed below SMA50. (Market Health: 22.7%)
"Dec 22, 2015",SANIMA,BUY,62,667.0,41354.0,585581.0,356279.0,944320.0,0.0,0.00%,"[Quant Buy] Confidence 70/100: Strong Uptrend, Stable RSI, Positive Momentum, Golden Cross (Market Health: 44.0%)"
"Dec 27, 2015",ADBL,BUY,107,502.0,53714.0,531867.0,409993.0,943931.0,0.0,0.00%,"[Quant Buy] Confidence 90/100: Strong Uptrend, Stable RSI, Positive Momentum, Volume Breakout, Golden Cross (Market Health: 46.2%)"
"Dec 27, 2015",PCBL,BUY,69,603.0,41607.0,490260.0,451600.0,943931.0,0.0,0.00%,"[Quant Buy] Confidence 70/100: Strong Uptrend, Stable RSI, Positive Momentum, Golden Cross (Market Health: 46.2%)"
"Dec 31, 2015",PCBL,SELL,69,494.0,34086.0,524346.0,409993.0,936855.0,-7521.0,-18.08%,[Stop Loss] Stop-Loss hit at -18.08%. (Market Health: 41.7%)
"Dec 31, 2015",ALICL,BUY,30,1200.0,36000.0,488346.0,445993.0,936855.0,0.0,0.00%,"[Quant Buy] Confidence 60/100: Strong Uptrend, Positive Momentum, Volume Breakout (Market Health: 41.7%)"
"Jan 05, 2016",CZBIL,BUY,77,577.0,44429.0,443917.0,490422.0,937761.0,0.0,0.00%,"[Quant Buy] Confidence 75/100: Strong Uptrend, Stable RSI, Positive Momentum, Volume Breakout (Market Health: 45.8%)"
"Jan 07, 2016",NHPC,BUY,450,120.0,54000.0,389917.0,544422.0,941567.0,0.0,0.00%,"[Quant Buy] Confidence 90/100: Strong Uptrend, Stable RSI, Positive Momentum, Volume Breakout, Golden Cross (Market Health: 42.9%)"
"Jan 10, 2016",SBI,BUY,29,1535.0,44515.0,345402.0,588937.0,941929.0,0.0,0.00%,"[Quant Buy] Confidence 75/100: Strong Uptrend, Stable RSI, Positive Momentum, Volume Breakout (Market Health: 59.1%)"
"Jan 12, 2016",GBIME,BUY,104,403.0,41912.0,303490.0,630849.0,940492.0,0.0,0.00%,"[Quant Buy] Confidence 70/100: Strong Uptrend, Stable RSI, Positive Momentum, Golden Cross (Market Health: 50.0%)"
"Jan 17, 2016",BPCL,BUY,64,601.0,38464.0,265026.0,669313.0,958061.0,0.0,0.00%,"[Quant Buy] Confidence 65/100: Strong Uptrend, Positive Momentum, Golden Cross, Healthy Market Index (Market Health: 68.4%)"
"Jan 19, 2016",SBI,SELL,29,1260.0,36540.0,301566.0,624798.0,961431.0,-7975.0,-17.92%,[Stop Loss] Stop-Loss hit at -17.92%. (Market Health: 65.0%)
"Jan 24, 2016",AHPC,BUY,111,349.0,38739.0,262827.0,663537.0,972337.0,0.0,0.00%,"[Quant Buy] Confidence 65/100: Strong Uptrend, Positive Momentum, Golden Cross, Healthy Market Index (Market Health: 63.2%)"
"Feb 01, 2016",CHCL,BUY,32,1281.0,40992.0,221835.0,704529.0,965555.0,0.0,0.00%,"[Quant Buy] Confidence 80/100: Strong Uptrend, Stable RSI, Positive Momentum, Golden Cross, Healthy Market Index (Market Health: 78.9%)"
"Feb 02, 2016",ICFC,BUY,145,259.0,37555.0,184280.0,742084.0,966230.0,0.0,0.00%,"[Quant Buy] Confidence 85/100: Strong Uptrend, Positive Momentum, Volume Breakout, Golden Cross, Healthy Market Index (Market Health: 73.7%)"
"Feb 03, 2016",GBBL,BUY,87,357.0,31059.0,153221.0,773143.0,963775.0,0.0,0.00%,"[Quant Buy] Confidence 85/100: Strong Uptrend, Positive Momentum, Volume Breakout, Golden Cross, Healthy Market Index (Market Health: 70.0%)"
"Feb 04, 2016",EDBL,BUY,32,666.0,21312.0,131909.0,794455.0,971945.0,0.0,0.00%,"[Quant Buy] Confidence 70/100: Strong Uptrend, Positive Momentum, Volume Breakout, Healthy Market Index (Market Health: 81.0%)"
"Feb 11, 2016",AHPC,SELL,111,295.0,32745.0,164654.0,755716.0,975650.0,-5994.0,-15.47%,[Stop Loss] Stop-Loss hit at -15.47%. (Market Health: 90.9%)
"Feb 14, 2016",HBL,BUY,26,1006.0,26156.0,138498.0,781872.0,970554.0,0.0,0.00%,"[Quant Buy] Confidence 80/100: Strong Uptrend, Stable RSI, Positive Momentum, Golden Cross, Healthy Market Index (Market Health: 87.0%)"
"Feb 15, 2016",AHPC,BUY,69,298.0,20562.0,117936.0,802434.0,971559.0,0.0,0.00%,"[Quant Buy] Confidence 75/100: Strong Uptrend, Stable RSI, Volume Breakout, Healthy Market Index (Market Health: 85.7%)"
"Feb 18, 2016",NMB,SELL,15,541.0,8115.0,126051.0,798384.0,978235.0,4065.0,+100.37%,[Profit Booking] Target Achieved: +100.37% gain. (Market Health: 90.5%)
"Feb 18, 2016",EDBL,SELL,32,670.0,21440.0,147491.0,777072.0,978235.0,128.0,+0.60%,[Trend Breakdown] Death Cross: SMA20 crossed below SMA50. (Market Health: 90.5%)
"Feb 22, 2016",EDBL,BUY,34,680.0,23120.0,124371.0,800192.0,986457.0,0.0,0.00%,"[Quant Buy] Confidence 80/100: Strong Uptrend, Stable RSI, Positive Momentum, Golden Cross, Healthy Market Index (Market Health: 81.8%)"
"Feb 22, 2016",NMB,BUY,31,547.0,16957.0,107414.0,817149.0,986457.0,0.0,0.00%,"[Quant Buy] Confidence 70/100: Strong Uptrend, Positive Momentum, Volume Breakout, Healthy Market Index (Market Health: 81.8%)"
"Feb 25, 2016",GFCL,BUY,76,225.0,17100.0,90314.0,834249.0,975895.0,0.0,0.00%,"[Quant Buy] Confidence 80/100: Strong Uptrend, Stable RSI, Positive Momentum, Golden Cross, Healthy Market Index (Market Health: 90.5%)"
"Mar 03, 2016",PCBL,BUY,27,535.0,14445.0,75869.0,848694.0,985663.0,0.0,0.00%,"[Quant Buy] Confidence 80/100: Strong Uptrend, Stable RSI, Positive Momentum, Golden Cross, Healthy Market Index (Market Health: 81.8%)"
"Mar 06, 2016",JFL,BUY,26,346.0,8996.0,66873.0,857690.0,991184.0,0.0,0.00%,"[Quant Buy] Confidence 60/100: Stable RSI, Volume Breakout, Golden Cross, Healthy Market Index (Market Health: 78.3%)"
"Mar 28, 2016",JFL,SELL,26,320.0,8320.0,75193.0,848694.0,1023168.0,-676.0,-7.51%,[Trend Breakdown] Death Cross: SMA20 crossed below SMA50. (Market Health: 87.0%)
"Mar 29, 2016",EDBL,SELL,34,570.0,19380.0,94573.0,825574.0,1014222.0,-3740.0,-16.18%,[Stop Loss] Stop-Loss hit at -16.18%. (Market Health: 79.2%)
"Mar 30, 2016",CHCL,SELL,32,1345.0,43040.0,137613.0,784582.0,1011047.0,2048.0,+5.00%,[Trend Breakdown] Death Cross: SMA20 crossed below SMA50. (Market Health: 79.2%)
